"nome","regiao","freq","rank","sexo"
"ANNA",0,55426,273,"F"
"ELISA",0,54697,274,"F"
"RUTE",0,54524,275,"F"
"ELIZABETH",0,54504,276,"F"
"LUZINETE",0,54474,277,"F"
"IOLANDA",0,54261,278,"F"
"PRICILA",0,54105,279,"F"
"ROSALINA",0,52878,280,"F"
"MADALENA",0,52610,281,"F"
"LEIDIANE",0,52269,282,"F"
"ROSEANE",0,52087,283,"F"
"MAISA",0,51924,284,"F"
"OLGA",0,51910,285,"F"
"CAMILE",0,51746,286,"F"
"EMILIA",0,51601,287,"F"
"FABIANE",0,51491,288,"F"
"NADIA",0,51186,289,"F"
"MARILDA",0,50747,290,"F"
"EDITE",0,50551,291,"F"
"VIVIAN",0,50377,292,"F"
"PAOLA",0,50322,293,"F"
"NATHALIA",0,49921,294,"F"
"CLEUZA",0,49893,295,"F"
"LUCIMARA",0,49699,296,"F"
"TAMARA",0,49093,297,"F"
"GLAUCIA",0,49022,298,"F"
"LIGIA",0,48911,299,"F"
"NUBIA",0,48527,300,"F"
"NOEMIA",0,48383,301,"F"
"MARGARETE",0,48363,302,"F"
"DAMIANA",0,48290,303,"F"
"ROSE",0,48163,304,"F"
"SALETE",0,48095,305,"F"
"CELINA",0,48001,306,"F"
"NAYARA",0,47812,307,"F"
"ROSIANE",0,47806,308,"F"
"IVETE",0,47674,309,"F"
"SIRLEI",0,47302,310,"F"
"LUCINEIA",0,47254,311,"F"
"GRAZIELE",0,46991,312,"F"
"ANGELINA",0,46649,313,"F"
"GLORIA",0,46611,314,"F"
"IRIS",0,46582,315,"F"
"NORMA",0,46548,316,"F"
"ELENICE",0,46388,317,"F"
"HILDA",0,46291,318,"F"
"ROSILDA",0,46192,319,"F"
"IASMIN",0,46098,320,"F"
"ADRIANE",0,45999,321,"F"
"MARISTELA",0,45328,322,"F"
"LUCINEIDE",0,45275,323,"F"
"SIRLENE",0,45195,324,"F"
"SILMARA",0,45004,325,"F"
"RUTH",0,44878,326,"F"
"MARIZA",0,44877,327,"F"
"VICTORIA",0,44655,328,"F"
"SILVANIA",0,44572,329,"F"
"VALDETE",0,44355,330,"F"
"NILDA",0,44347,331,"F"
"ELLEN",0,44118,332,"F"
"ANDRESA",0,43859,333,"F"
"MELISSA",0,43747,334,"F"
"CREUZA",0,43371,335,"F"
"JEANE",0,43143,336,"F"
"LINDALVA",0,42964,337,"F"
"ROSINEIDE",0,42875,338,"F"
"JACIRA",0,42809,339,"F"
"IVANI",0,42196,340,"F"
"DANIELI",0,42152,341,"F"
"IASMIM",0,42111,342,"F"
"JOYCE",0,42083,343,"F"
"EDINA",0,41963,344,"F"
"GABRIELI",0,41833,345,"F"
"JOSILENE",0,41583,346,"F"
"ALAIDE",0,41477,347,"F"
"JUDITE",0,41380,348,"F"
"MARINETE",0,41122,349,"F"
"DIVINA",0,41065,350,"F"
"OLIVIA",0,41013,351,"F"
"GRAZIELA",0,40710,352,"F"
"MICHELI",0,40519,353,"F"
"DILMA",0,40479,354,"F"
"KARLA",0,40230,355,"F"
"ELENA",0,39992,356,"F"
"MAURA",0,39746,357,"F"
"CRISTIANA",0,39704,358,"F"
"CARINE",0,39540,359,"F"
"DIVA",0,39353,360,"F"
"VANUSA",0,39127,361,"F"
"LEDA",0,38933,362,"F"
"GEANE",0,38899,363,"F"
"RAYANE",0,38867,364,"F"
"ESTELA",0,38827,365,"F"
"IVANETE",0,38678,366,"F"
"TAIANE",0,38667,367,"F"
"VIRGINIA",0,38422,368,"F"
"CARMELITA",0,38403,369,"F"
"KELI",0,38310,370,"F"
"SAMIRA",0,38081,371,"F"
"HELEN",0,38043,372,"F"
"MILENE",0,37963,373,"F"
"EMANUELE",0,37734,374,"F"
"DAYANE",0,37577,375,"F"
"GIOVANNA",0,37277,376,"F"
"MEIRE",0,37252,377,"F"
"ZENAIDE",0,37229,378,"F"
"ANITA",0,37219,379,"F"
"STEFANI",0,37179,380,"F"
"ISAURA",0,37175,381,"F"
"NELI",0,37125,382,"F"
"ADELIA",0,36789,383,"F"
"DOMINGAS",0,36742,384,"F"
"LAIANE",0,36661,385,"F"
"MARINES",0,36638,386,"F"
"VANDERLEIA",0,36438,387,"F"
"ISABELLA",0,36295,388,"F"
"NATALI",0,36273,389,"F"
"QUITERIA",0,36209,390,"F"
"SARAH",0,36119,391,"F"
"AUREA",0,36052,392,"F"
"BERNADETE",0,36023,393,"F"
"DANIELLE",0,35814,394,"F"
"IVANILDA",0,35718,395,"F"
"IRANI",0,35651,396,"F"
"LEONICE",0,35244,397,"F"
"ANE",0,35222,398,"F"
"FRANCIELI",0,34960,399,"F"
"SHIRLEY",0,34892,400,"F"
"IZABELA",0,34860,401,"F"
"MAGDA",0,34688,402,"F"
"EDILEUZA",0,34653,403,"F"
"ROSEMEIRE",0,34469,404,"F"
"MARIZETE",0,34435,405,"F"
"JOSELIA",0,34335,406,"F"
"LEANDRA",0,34146,407,"F"
"MIRELA",0,33964,408,"F"
"ELIZA",0,33639,409,"F"
"SUELY",0,33476,410,"F"
"CIBELE",0,33209,411,"F"
"FABRICIA",0,33138,412,"F"
"DORALICE",0,33110,413,"F"
"LUCI",0,33091,414,"F"
"SORAIA",0,33078,415,"F"
"SOCORRO",0,32921,416,"F"
"ALDA",0,32789,417,"F"
"GILMARA",0,32584,418,"F"
"ZENILDA",0,32559,419,"F"
"MARCILENE",0,32556,420,"F"
"MICHELLE",0,32430,421,"F"
"ANGELITA",0,32185,422,"F"
"DULCE",0,32141,423,"F"
"JAINE",0,31785,424,"F"
"ADELAIDE",0,31777,425,"F"
"EMILLY",0,31715,426,"F"
"CELMA",0,31707,427,"F"
"ILMA",0,31613,428,"F"
"ROSALIA",0,31593,429,"F"
"CLAUDINEIA",0,31448,430,"F"
"MANOELA",0,31356,431,"F"
"EMILE",0,31053,432,"F"
"ELVIRA",0,31046,433,"F"
"IONE",0,30911,434,"F"
"NARA",0,30800,435,"F"
"TALIA",0,30784,436,"F"
"GISLENE",0,30652,437,"F"
"LUCELIA",0,30606,438,"F"
"LAILA",0,30529,439,"F"
"VANILDA",0,30489,440,"F"
"JUCILENE",0,30390,441,"F"
"GILDA",0,30258,442,"F"
"MATILDE",0,30128,443,"F"
"JURACI",0,30030,444,"F"
"MARLUCE",0,30022,445,"F"
"JACIARA",0,29847,446,"F"
"EVELYN",0,29846,447,"F"
"GLEICE",0,29767,448,"F"
"NEIVA",0,29766,449,"F"
"ESTEFANE",0,29682,450,"F"
"LAISA",0,29208,451,"F"
"ROMILDA",0,29113,452,"F"
"SAMANTA",0,29055,453,"F"
"ROSIMERE",0,28993,454,"F"
"OLINDA",0,28989,455,"F"
"JANICE",0,28935,456,"F"
"MARINEIDE",0,28764,457,"F"
"IEDA",0,28707,458,"F"
"BEATRIS",0,28622,459,"F"
"EDVANIA",0,28617,460,"F"
"LAVINIA",0,28598,461,"F"
"JUREMA",0,28567,462,"F"
"RAISA",0,28505,463,"F"
"FRANCILENE",0,28503,464,"F"
"ELANE",0,28422,465,"F"
"LUDIMILA",0,28325,466,"F"
"ILZA",0,28298,467,"F"
"MARILZA",0,28205,468,"F"
"ADELINA",0,28126,469,"F"
"GRACIELE",0,28027,470,"F"
"JOSEFINA",0,27873,471,"F"
"SHIRLEI",0,27761,472,"F"
"DALILA",0,27549,473,"F"
"LEIA",0,27318,474,"F"
"IVANILDE",0,27214,475,"F"
"NAIANE",0,26951,476,"F"
"NOEMI",0,26595,477,"F"
"NOELI",0,26564,478,"F"
"CAROLAINE",0,26402,479,"F"
"NATALINA",0,26377,480,"F"
"JENNIFER",0,26343,481,"F"
"ALCIONE",0,26268,482,"F"
"CLEIDIANE",0,26093,483,"F"
"ALBERTINA",0,25798,484,"F"
"TAISA",0,25740,485,"F"
"YARA",0,25683,486,"F"
"MARI",0,25678,487,"F"
"MAGALI",0,25634,488,"F"
"KAROLINE",0,25529,489,"F"
"KELY",0,25268,490,"F"
"LARISA",0,25237,491,"F"
"WILMA",0,25206,492,"F"
"EDIVANIA",0,25120,493,"F"
"NAZARE",0,25072,494,"F"
"CREUSA",0,24781,495,"F"
"JUCELIA",0,24674,496,"F"
"CLAUDIANE",0,24655,497,"F"
"GEISA",0,24600,498,"F"
"VALDELICE",0,24593,499,"F"
"LILIA",0,24555,500,"F"
"CRISLAINE",0,24517,501,"F"
"EDNALVA",0,24421,502,"F"
"ROSENILDA",0,24358,503,"F"
"MARLY",0,24358,504,"F"
"CLEIA",0,24310,505,"F"
"ANNE",0,24280,506,"F"
"EDINALVA",0,24236,507,"F"
"BERENICE",0,24150,508,"F"
"IVANA",0,24145,509,"F"
"KAUANE",0,24144,510,"F"
"EDINEIA",0,24021,511,"F"
"VANUZA",0,23959,512,"F"
"LUDMILA",0,23829,513,"F"
"KAMILA",0,23741,514,"F"
"LINDINALVA",0,23616,515,"F"
"FRANCINE",0,23564,516,"F"
"SUSANA",0,23386,517,"F"
"AGATA",0,23309,518,"F"
"ZILMA",0,23275,519,"F"
"LENI",0,23191,520,"F"
"KAILANE",0,23145,521,"F"
"ALICIA",0,23142,522,"F"
"FRANCINETE",0,23075,523,"F"
"CAROL",0,23025,524,"F"
"JESICA",0,22984,525,"F"
"ARIANA",0,22968,526,"F"
"ISABELI",0,22943,527,"F"
"LEONILDA",0,22917,528,"F"
"ROSIMAR",0,22916,529,"F"
"ZULEIDE",0,22879,530,"F"
"NILVA",0,22828,531,"F"
"RAYSSA",0,22784,532,"F"
"SANTA",0,22742,533,"F"
"VALDINEIA",0,22696,534,"F"
"IDALINA",0,22678,535,"F"
"MERCIA",0,22626,536,"F"
"KESIA",0,22527,537,"F"
"EDILAINE",0,22491,538,"F"
"KENIA",0,22456,539,"F"
"JULIETA",0,22361,540,"F"
"SOPHIA",0,22355,541,"F"
"RUBIA",0,22268,542,"F"
"MERCEDES",0,22097,543,"F"
"SUELEM",0,22084,544,"F"
"IVANIR",0,22035,545,"F"
"ELISABETH",0,22023,546,"F"
"JOSE",0,22021,547,"F"
"STEFANY",0,22019,548,"F"
"IRMA",0,21901,549,"F"
"GABRIELLE",0,21808,550,"F"
"ELISETE",0,21775,551,"F"
"HELLEN",0,21734,552,"F"
"ENI",0,21514,553,"F"
"CLARISSE",0,21473,554,"F"
"CLAUDIANA",0,21348,555,"F"
"THAINA",0,21246,556,"F"
"LENIR",0,21236,557,"F"
"THALITA",0,21165,558,"F"
"IVANEIDE",0,21161,559,"F"
"ISABELLE",0,21071,560,"F"
"PAULINA",0,21027,561,"F"
"GISELI",0,20969,562,"F"
"DARCI",0,20941,563,"F"
"JORDANA",0,20857,564,"F"
"VALDECI",0,20831,565,"F"
"MAYRA",0,20786,566,"F"
"MARLUCIA",0,20751,567,"F"
"ANALIA",0,20640,568,"F"
"ELIS",0,20618,569,"F"
"CILENE",0,20612,570,"F"
"JOSELITA",0,20571,571,"F"
"DARLENE",0,20456,572,"F"
"VALDENICE",0,20436,573,"F"
"MARILEIDE",0,20405,574,"F"
"ELISANDRA",0,20402,575,"F"
"SANTINA",0,20397,576,"F"
"LEONOR",0,20356,577,"F"
"KATIANE",0,20323,578,"F"
"DOLORES",0,20315,579,"F"
"ANTONIETA",0,20308,580,"F"
"DORACI",0,20224,581,"F"
"GLEICIANE",0,20219,582,"F"
"ISIS",0,20197,583,"F"
"ADRIELI",0,20110,584,"F"
"GUIOMAR",0,20026,585,"F"
"AURORA",0,19818,586,"F"
"ESMERALDA",0,19769,587,"F"
"NICOLI",0,19749,588,"F"
"MARIELE",0,19745,589,"F"
"EMANUELA",0,19738,590,"F"
"MARCELE",0,19553,591,"F"
"EDNEIA",0,19470,592,"F"
"BETANIA",0,19442,593,"F"
"GENILDA",0,19416,594,"F"
"FRANCIANE",0,19406,595,"F"
"GILDETE",0,19380,596,"F"
"VANESA",0,19321,597,"F"
"MAGNA",0,19237,598,"F"
"JACKELINE",0,19214,599,"F"
"ELIDA",0,19160,600,"F"
"EFIGENIA",0,19117,601,"F"
"LAZARA",0,19088,602,"F"
"FILOMENA",0,19082,603,"F"
"DULCINEIA",0,19074,604,"F"
"NELCI",0,18970,605,"F"
"DEJANIRA",0,18956,606,"F"
"LINDAURA",0,18898,607,"F"
"CANDIDA",0,18875,608,"F"
"LORRANE",0,18871,609,"F"
"THAMIRES",0,18741,610,"F"
"NANCI",0,18719,611,"F"
"ELOA",0,18679,613,"F"
"GIULIA",0,18679,612,"F"
"LANA",0,18540,614,"F"
"GREICE",0,18473,615,"F"
"JOAQUINA",0,18464,616,"F"
"FRANCINEIDE",0,18288,617,"F"
"ALMERINDA",0,18286,618,"F"
"ALEXSANDRA",0,18137,619,"F"
"NAIRA",0,18123,620,"F"
"FABIA",0,18102,621,"F"
"ELI",0,18046,622,"F"
"RENILDA",0,18033,623,"F"
"EDILEUSA",0,18006,624,"F"
"ROSINETE",0,17984,625,"F"
"LORRAINE",0,17862,626,"F"
"FLAVIANA",0,17783,627,"F"
"JOSENILDA",0,17773,628,"F"
"NELMA",0,17715,629,"F"
"TAMIRIS",0,17512,630,"F"
"ANDRIELE",0,17497,631,"F"
"ARACI",0,17470,632,"F"
"ELSA",0,17450,633,"F"
"ARLENE",0,17440,634,"F"
"ROSELAINE",0,17398,635,"F"
"MICAELE",0,17382,636,"F"
"LIA",0,17378,637,"F"
"DINA",0,17363,638,"F"
"GEOVANNA",0,17363,639,"F"
"LUCIVANIA",0,17311,640,"F"
"KELLI",0,17246,641,"F"
"LEILIANE",0,17204,642,"F"
"NILSA",0,17113,643,"F"
"EDJANE",0,17056,644,"F"
"EUGENIA",0,17038,645,"F"
"SUELLEN",0,17019,646,"F"
"GIRLENE",0,16976,647,"F"
"JOSINEIDE",0,16960,648,"F"
"ALESANDRA",0,16897,649,"F"
"JAIANE",0,16888,650,"F"
"LEIDE",0,16841,651,"F"
"MARY",0,16798,652,"F"
"KETLIN",0,16736,653,"F"
"NILCE",0,16693,654,"F"
"ARLINDA",0,16690,655,"F"
"AMARA",0,16682,656,"F"
"MORGANA",0,16644,657,"F"
"ELIZANDRA",0,16631,658,"F"
"AUGUSTA",0,16615,659,"F"
"CIRLENE",0,16570,660,"F"
"ELENIR",0,16484,661,"F"
"NILMA",0,16472,662,"F"
"GRACA",0,16433,663,"F"
"INGRIDE",0,16407,664,"F"
"ANALICE",0,16354,665,"F"
"NATASHA",0,16347,666,"F"
"JOVELINA",0,16340,667,"F"
"BRENA",0,16317,668,"F"
"INACIA",0,16292,669,"F"
"ELMA",0,16214,670,"F"
"JENIFFER",0,16163,671,"F"
"DELMA",0,16112,672,"F"
"VALDILENE",0,16012,673,"F"
"MARLEIDE",0,15990,674,"F"
"ENEDINA",0,15954,675,"F"
"TAISE",0,15951,676,"F"
"JEOVANA",0,15888,677,"F"
"JAKELINE",0,15787,678,"F"
"EDILMA",0,15687,679,"F"
"ELENITA",0,15645,680,"F"
"LEA",0,15596,681,"F"
"EURIDES",0,15577,682,"F"
"ALBA",0,15526,683,"F"
"NATIELE",0,15482,684,"F"
"ALEXIA",0,15471,685,"F"
"CAUANE",0,15469,686,"F"
"FLAVIANE",0,15415,687,"F"
"DENIZE",0,15404,688,"F"
"OTILIA",0,15377,689,"F"
"GABRIELLY",0,15293,690,"F"
"LENICE",0,15285,691,"F"
"VICENTINA",0,15275,692,"F"
"ESTEFANY",0,15216,693,"F"
"MIRELE",0,15126,694,"F"
"LUCICLEIDE",0,15118,695,"F"
"ROSENI",0,15079,696,"F"
"LUCILIA",0,14958,697,"F"
"LUCINETE",0,14907,698,"F"
"IZAURA",0,14891,699,"F"
"JANIELE",0,14859,700,"F"
"SUZANE",0,14849,701,"F"
"CAMILI",0,14831,702,"F"
"NADJA",0,14578,703,"F"
"TAILA",0,14574,704,"F"
"IVONEIDE",0,14573,705,"F"
"SAMIA",0,14563,706,"F"
"SIMONI",0,14525,708,"F"
"ROSEMARY",0,14525,707,"F"
"MARGARETH",0,14510,709,"F"
"GILVANIA",0,14489,710,"F"
"AMALIA",0,14435,711,"F"
"SILENE",0,14431,712,"F"
"TAUANE",0,14408,713,"F"
"JOSIELE",0,14385,714,"F"
"NIVEA",0,14278,715,"F"
"DINALVA",0,14267,716,"F"
"VALENTINA",0,14263,717,"F"
"ZUMIRA",0,14229,718,"F"
"MARCIANA",0,14228,719,"F"
"JAMILI",0,14218,720,"F"
"TAYNA",0,14216,721,"F"
"ROSELENE",0,14195,722,"F"
"LISIANE",0,14189,723,"F"
"IVANIA",0,14142,724,"F"
"PIETRA",0,14113,725,"F"
"JHENIFER",0,14094,726,"F"
"MAIANE",0,14083,727,"F"
"MICAELA",0,14082,728,"F"
"LAURINDA",0,14036,729,"F"
"LUANE",0,14025,730,"F"
"CASSIANE",0,13975,731,"F"
"ROGERIA",0,13861,732,"F"
"ROSIMERI",0,13855,733,"F"
"CLEUNICE",0,13844,734,"F"
"ARIELE",0,13815,735,"F"
"LUCILA",0,13748,736,"F"
"GABRIELLA",0,13740,737,"F"
"WANDA",0,13723,738,"F"
"VALMIRA",0,13706,739,"F"
"KALINE",0,13687,740,"F"
"TAYNARA",0,13677,741,"F"
"ROSARIA",0,13667,742,"F"
"CHEILA",0,13629,743,"F"
"CLARISSA",0,13596,744,"F"
"NELZA",0,13572,745,"F"
"GRASIELE",0,13547,746,"F"
"DIANE",0,13499,747,"F"
"ELOIZA",0,13498,748,"F"
"THAYNA",0,13480,749,"F"
"SILVA",0,13433,750,"F"
"JACINTA",0,13431,751,"F"
"JOSELMA",0,13391,752,"F"
"NATALY",0,13378,753,"F"
"NIVIA",0,13352,754,"F"
"TAILANE",0,13333,755,"F"
"JACI",0,13309,756,"F"
"JACQUELINE",0,13290,757,"F"
"OSMARINA",0,13244,758,"F"
"LAIZA",0,13235,759,"F"
"ANANDA",0,13231,760,"F"
"GEISIANE",0,13222,761,"F"
"JOSELI",0,13218,762,"F"
"LAUDICEIA",0,13138,763,"F"
"LIANE",0,13137,764,"F"
"THALIA",0,13039,765,"F"
"AGATHA",0,13012,766,"F"
