"nome","regiao","freq","rank","sexo"
"EDMILSON",0,93251,151,"M"
"JOSUE",0,91332,152,"M"
"GERSON",0,86624,153,"M"
"CAUA",0,84584,154,"M"
"SIDNEI",0,84193,155,"M"
"EMANUEL",0,82536,156,"M"
"VALDEMAR",0,81970,157,"M"
"JAIME",0,81823,158,"M"
"EDIVALDO",0,81446,159,"M"
"ARNALDO",0,80612,160,"M"
"MOACIR",0,79629,161,"M"
"DAMIAO",0,79047,162,"M"
"ISMAEL",0,78951,163,"M"
"NIVALDO",0,78608,164,"M"
"JAIRO",0,78445,165,"M"
"ISAIAS",0,78418,166,"M"
"MICHEL",0,78252,167,"M"
"ANGELO",0,78108,168,"M"
"CRISTIAN",0,77504,169,"M"
"WELLINGTON",0,76820,170,"M"
"ALEXANDRO",0,76472,171,"M"
"VALDEMIR",0,75699,172,"M"
"WANDERSON",0,75619,173,"M"
"JAILSON",0,75076,174,"M"
"DENIS",0,75029,175,"M"
"RIAN",0,74729,176,"M"
"CELIO",0,74693,177,"M"
"CLAUDINEI",0,74264,178,"M"
"DENILSON",0,74095,179,"M"
"IAGO",0,73618,180,"M"
"EDER",0,73467,181,"M"
"YURI",0,73204,182,"M"
"CHARLES",0,72715,183,"M"
"MARLON",0,72507,184,"M"
"ALISON",0,72186,185,"M"
"JONATAN",0,71812,186,"M"
"ERIC",0,71759,187,"M"
"ELTON",0,71566,188,"M"
"VALDECIR",0,71383,189,"M"
"WESLEI",0,70454,190,"M"
"NATANAEL",0,69835,191,"M"
"ERICK",0,69692,192,"M"
"AGNALDO",0,68920,193,"M"
"KAUAN",0,68526,194,"M"
"ODAIR",0,67758,195,"M"
"WALTER",0,67207,196,"M"
"ARLINDO",0,66669,197,"M"
"MICHAEL",0,65736,198,"M"
"ALVARO",0,65444,199,"M"
"GEOVANE",0,65435,200,"M"
"EVERALDO",0,64383,201,"M"
"EZEQUIEL",0,64301,202,"M"
"ALMIR",0,64288,203,"M"
"IVO",0,62913,204,"M"
"ADEMAR",0,62618,205,"M"
"RAMON",0,62441,206,"M"
"VALDECI",0,62293,207,"M"
"FILIPE",0,61160,208,"M"
"WILLIAM",0,61141,209,"M"
"JONATAS",0,60626,210,"M"
"IVANILDO",0,59754,211,"M"
"ROMARIO",0,59585,212,"M"
"JACKSON",0,58528,213,"M"
"GILVAN",0,57539,214,"M"
"KAUA",0,57332,215,"M"
"JONATHAN",0,57255,216,"M"
"ALFREDO",0,57217,217,"M"
"NATAN",0,57181,218,"M"
"RAUL",0,56823,219,"M"
"BERNARDO",0,56545,220,"M"
"JOSIAS",0,56267,221,"M"
"RODOLFO",0,56090,222,"M"
"GEAN",0,56082,223,"M"
"LAZARO",0,55934,224,"M"
"LUCIO",0,55776,225,"M"
"JOSIMAR",0,55710,226,"M"
"VILMAR",0,54869,227,"M"
"JEFFERSON",0,54791,228,"M"
"ALCIDES",0,54108,229,"M"
"VALDOMIRO",0,53882,230,"M"
"ARMANDO",0,53520,231,"M"
"ROMULO",0,53192,232,"M"
"CASSIO",0,53183,233,"M"
"EDNALDO",0,53148,234,"M"
"WELITON",0,53050,235,"M"
"AIRTON",0,53026,236,"M"
"CLAUDEMIR",0,51279,237,"M"
"WELINGTON",0,50397,238,"M"
"CAIQUE",0,50346,239,"M"
"RICHARD",0,49910,240,"M"
"LAERCIO",0,49056,241,"M"
"PATRICK",0,49005,242,"M"
"AFONSO",0,48511,243,"M"
"CLOVIS",0,48260,244,"M"
"ADALBERTO",0,47995,245,"M"
"EDMAR",0,47366,246,"M"
"ENZO",0,46850,247,"M"
"JURANDIR",0,46522,248,"M"
"EDGAR",0,46254,249,"M"
"EDIMILSON",0,46251,250,"M"
"HUMBERTO",0,46079,251,"M"
"SAULO",0,45961,252,"M"
"ALEXSANDRO",0,45536,253,"M"
"CAUAN",0,45362,254,"M"
"JUAN",0,45290,255,"M"
"EDINALDO",0,45200,256,"M"
"SIDNEY",0,45061,257,"M"
"EVALDO",0,44033,258,"M"
"JONATA",0,43908,259,"M"
"ADAILTON",0,43434,260,"M"
"KAIQUE",0,43397,261,"M"
"ARI",0,43368,262,"M"
"VILSON",0,43233,263,"M"
"ITAMAR",0,42971,264,"M"
"DIVINO",0,42705,265,"M"
"JUAREZ",0,42689,266,"M"
"GENIVALDO",0,42489,267,"M"
"DIRCEU",0,42446,268,"M"
"DARCI",0,42379,269,"M"
"COSME",0,42349,270,"M"
"AMILTON",0,41900,271,"M"
"ERIK",0,41511,272,"M"
"ROGER",0,40743,273,"M"
"LAURO",0,40691,274,"M"
"ROQUE",0,40662,275,"M"
"VALDINEI",0,40649,276,"M"
"ANDREI",0,40566,277,"M"
"LINDOMAR",0,39891,278,"M"
"JHONATAN",0,39452,279,"M"
"LORIVAL",0,39401,280,"M"
"MARIA",0,39391,281,"M"
"MAGNO",0,38863,282,"M"
"DEIVID",0,38661,283,"M"
"ERIVALDO",0,38544,284,"M"
"ROBERT",0,38440,285,"M"
"MARCUS",0,38346,286,"M"
"RUI",0,38211,287,"M"
"WENDEL",0,38039,288,"M"
"JOELSON",0,37822,289,"M"
"ELIO",0,37694,290,"M"
"OSCAR",0,37672,291,"M"
"INACIO",0,37304,292,"M"
"DONIZETE",0,37290,293,"M"
"JAILTON",0,36943,294,"M"
"ISAC",0,36705,295,"M"
"FREDERICO",0,36669,296,"M"
"HEITOR",0,36495,297,"M"
"GEORGE",0,35988,298,"M"
"AMAURI",0,35866,299,"M"
"ROMILDO",0,35854,300,"M"
"IAN",0,35601,301,"M"
"JOSIEL",0,35519,302,"M"
"GEOVANI",0,35484,303,"M"
"KLEBER",0,35419,304,"M"
"ALDO",0,35308,305,"M"
"KAIO",0,35223,306,"M"
"LEVI",0,35145,307,"M"
"ISAQUE",0,34856,308,"M"
"AMARILDO",0,34838,309,"M"
"EDISON",0,34797,310,"M"
"KEVIN",0,34747,311,"M"
"ADENILSON",0,34137,312,"M"
"SILAS",0,34111,313,"M"
"ALTAIR",0,34047,314,"M"
"MAX",0,33953,315,"M"
"RYAN",0,33938,316,"M"
"WASHINGTON",0,33788,317,"M"
"TALES",0,33772,318,"M"
"JESUS",0,33756,319,"M"
"JOSENILDO",0,33564,320,"M"
"SALVADOR",0,33297,321,"M"
"AMARO",0,33147,322,"M"
"ELSON",0,33131,323,"M"
"EDIMAR",0,33021,324,"M"
"MESSIAS",0,33019,325,"M"
"ELISEU",0,32986,326,"M"
"EDERSON",0,32937,327,"M"
"GENILSON",0,32822,328,"M"
"TARCISIO",0,32724,329,"M"
"RAPHAEL",0,32693,330,"M"
"IRINEU",0,32555,331,"M"
"ELIZEU",0,32517,332,"M"
"MAYCON",0,32415,333,"M"
"VANDERSON",0,32346,334,"M"
"WELINTON",0,31843,335,"M"
"ICARO",0,31634,336,"M"
"VALDIVINO",0,31611,337,"M"
"ERALDO",0,31463,338,"M"
"SILVANO",0,31443,339,"M"
"WALLACE",0,31233,340,"M"
"DJALMA",0,31185,341,"M"
"LOURIVAL",0,31032,342,"M"
"GIOVANI",0,30969,343,"M"
"DARIO",0,30938,344,"M"
"MICAEL",0,30834,345,"M"
"ALLAN",0,30678,346,"M"
"JACSON",0,30466,347,"M"
"ADELSON",0,30396,348,"M"
"VALDEIR",0,30360,349,"M"
"FAGNER",0,30017,350,"M"
"DORIVAL",0,29947,351,"M"
"JUVENAL",0,29852,352,"M"
"EDVAN",0,29434,353,"M"
"GENIVAL",0,29322,354,"M"
"JOSEMAR",0,29258,355,"M"
"KAUE",0,29088,356,"M"
"IURI",0,28757,357,"M"
"ADAIR",0,28647,358,"M"
"EVERSON",0,28646,359,"M"
"YAGO",0,28620,360,"M"
"ADRIAN",0,28593,361,"M"
"GELSON",0,28446,362,"M"
"AGENOR",0,28397,363,"M"
"EUGENIO",0,28387,364,"M"
"WALACE",0,28231,365,"M"
"JARDEL",0,28062,366,"M"
"JADSON",0,28006,367,"M"
"EMANOEL",0,27449,368,"M"
"KELVIN",0,27448,369,"M"
"WILIAM",0,27309,370,"M"
"ELIEL",0,27256,371,"M"
"ADRIEL",0,27200,372,"M"
"ARIEL",0,27128,373,"M"
"RONALD",0,27054,374,"M"
"RONI",0,26942,375,"M"
"GETULIO",0,26912,376,"M"
"ISAAC",0,26870,377,"M"
"JOSIVALDO",0,26768,378,"M"
"ABEL",0,26697,379,"M"
"MARCELINO",0,26411,380,"M"
"CAUE",0,26306,381,"M"
"EUCLIDES",0,26055,382,"M"
"ELI",0,26035,383,"M"
"GIOVANE",0,25898,384,"M"
"YAN",0,25732,385,"M"
"AGUINALDO",0,25588,386,"M"
"WEVERTON",0,25274,387,"M"
"MACIEL",0,25206,388,"M"
"DARLAN",0,25149,389,"M"
"EXPEDITO",0,25137,390,"M"
"CLODOALDO",0,25102,391,"M"
"ENIO",0,25048,392,"M"
"ALOISIO",0,25036,393,"M"
"JURACI",0,24957,394,"M"
"ELVIS",0,24919,395,"M"
"EDIVAN",0,24604,396,"M"
"TULIO",0,24382,397,"M"
"ADELINO",0,24381,398,"M"
"TADEU",0,24251,399,"M"
"CLAUDIONOR",0,24125,400,"M"
"SAVIO",0,23936,401,"M"
"JHONATA",0,23889,402,"M"
"JUCELINO",0,23748,403,"M"
"WILTON",0,23584,404,"M"
"RIVALDO",0,23497,405,"M"
"GIVALDO",0,23493,406,"M"
"MARIVALDO",0,23203,407,"M"
"HUDSON",0,22968,408,"M"
"GUILERME",0,22890,409,"M"
"OSWALDO",0,22708,410,"M"
"MARCIEL",0,22691,411,"M"
"AROLDO",0,22548,412,"M"
"ELDER",0,22512,413,"M"
"MAURILIO",0,22412,414,"M"
"HIGOR",0,22236,415,"M"
"MARCILIO",0,22207,416,"M"
"PIETRO",0,22159,417,"M"
"ADALTO",0,22060,418,"M"
"ERNESTO",0,22006,419,"M"
"MARCIANO",0,21939,420,"M"
"OTACILIO",0,21900,421,"M"
"CASSIANO",0,21875,422,"M"
"GLEISON",0,21868,423,"M"
"ANTENOR",0,21861,424,"M"
"JANIO",0,21690,425,"M"
"ADEMILSON",0,21606,426,"M"
"RENE",0,21544,427,"M"
"ELCIO",0,21338,428,"M"
"EMILIO",0,21312,429,"M"
"SIDINEI",0,21295,430,"M"
"GIVANILDO",0,21252,431,"M"
"JESSE",0,21212,432,"M"
"CEZAR",0,21165,433,"M"
"RAI",0,21157,434,"M"
"ABRAAO",0,21061,435,"M"
"EDMUNDO",0,21017,436,"M"
"JOILSON",0,20983,437,"M"
"FRANCINALDO",0,20842,438,"M"
"JANDERSON",0,20743,439,"M"
"JOSELITO",0,20737,440,"M"
"ALDAIR",0,20711,441,"M"
"MARCEL",0,20526,442,"M"
"GEFERSON",0,20389,443,"M"
"ALEXANDER",0,20362,444,"M"
"MARIANO",0,20332,445,"M"
"REGIS",0,20286,446,"M"
"BENTO",0,20274,447,"M"
"NATALINO",0,20108,448,"M"
"VALDENIR",0,20102,449,"M"
"WELTON",0,20070,450,"M"
"ERINALDO",0,20049,451,"M"
"HAMILTON",0,20023,452,"M"
"MIKAEL",0,19943,453,"M"
"CLEBERSON",0,19917,454,"M"
"JAMES",0,19681,455,"M"
"JOHN",0,19667,456,"M"
"TOMAS",0,19527,457,"M"
"JAKSON",0,19508,458,"M"
"ULISSES",0,19497,459,"M"
"AURELIO",0,19470,460,"M"
"RONILDO",0,19440,461,"M"
"DIONISIO",0,19373,462,"M"
"OLAVO",0,19359,463,"M"
"ELIEZER",0,19302,464,"M"
"CARLITO",0,19272,465,"M"
"JHON",0,19258,466,"M"
"FELIX",0,19143,467,"M"
"NOEL",0,19123,468,"M"
"ANSELMO",0,19079,469,"M"
"LEONEL",0,19075,470,"M"
"CLEVERSON",0,18995,471,"M"
"ROMEU",0,18954,472,"M"
"JOSINALDO",0,18883,473,"M"
"PETERSON",0,18842,474,"M"
"ALCEU",0,18714,475,"M"
"DIONE",0,18708,476,"M"
"ANISIO",0,18652,477,"M"
"DIMAS",0,18566,478,"M"
"NILO",0,18555,479,"M"
"GILDO",0,18551,480,"M"
"ERASMO",0,18505,481,"M"
"JOAQUIN",0,18469,482,"M"
"ANANIAS",0,18428,483,"M"
"DILSON",0,18398,484,"M"
"GENESIO",0,18391,485,"M"
"ROSIVALDO",0,18370,486,"M"
"ESPEDITO",0,18296,487,"M"
"IZAIAS",0,18281,488,"M"
"OSEIAS",0,18260,489,"M"
"COSMO",0,18257,490,"M"
"WALDIR",0,18225,491,"M"
"ALUISIO",0,18029,492,"M"
"KAIKE",0,18008,493,"M"
"WALISON",0,17984,494,"M"
"HELENO",0,17922,495,"M"
"MISAEL",0,17822,496,"M"
"ERIVAN",0,17662,497,"M"
"JERSON",0,17597,498,"M"
"ADOLFO",0,17515,499,"M"
"WELLITON",0,17458,500,"M"
"DURVAL",0,17274,501,"M"
"DEIVISON",0,17209,502,"M"
"THALES",0,17201,503,"M"
"WEMERSON",0,17142,504,"M"
"NATHAN",0,17051,505,"M"
"JOSIVAN",0,17020,506,"M"
"LEOMAR",0,17003,507,"M"
"MAICOM",0,16972,508,"M"
"DECIO",0,16947,509,"M"
"HIAGO",0,16839,510,"M"
"WANDERLEI",0,16814,511,"M"
"WELLIGTON",0,16775,512,"M"
"FRANK",0,16706,513,"M"
"ODILON",0,16694,514,"M"
"MARCONE",0,16672,515,"M"
"EDENILSON",0,16601,516,"M"
"PAULINO",0,16522,517,"M"
"RAILSON",0,16500,518,"M"
"ROBERIO",0,16500,519,"M"
"ANTONI",0,16344,520,"M"
"ESTEVAO",0,16321,521,"M"
"JEREMIAS",0,16267,522,"M"
"GERONIMO",0,16240,523,"M"
"ADEILSON",0,16210,524,"M"
"FRANKLIN",0,16133,525,"M"
"MARINALDO",0,16052,526,"M"
"ADELMO",0,16039,527,"M"
"MIZAEL",0,16021,528,"M"
"PLINIO",0,16019,529,"M"
"NESTOR",0,15975,530,"M"
"RINALDO",0,15934,531,"M"
"WELLINTON",0,15925,532,"M"
"ALDEMIR",0,15922,533,"M"
"LEO",0,15831,534,"M"
"IVALDO",0,15829,535,"M"
"EURIPEDES",0,15728,536,"M"
"ELOI",0,15705,537,"M"
"MIQUEIAS",0,15638,538,"M"
"ANDREY",0,15578,539,"M"
"AMERICO",0,15538,540,"M"
"RONILSON",0,15523,541,"M"
"GLEIDSON",0,15512,542,"M"
"ALBINO",0,15497,543,"M"
"GERMANO",0,15465,544,"M"
"DOMINGO",0,15440,545,"M"
"FRANCISO",0,15435,546,"M"
"JARBAS",0,15417,547,"M"
"LAERTE",0,15372,548,"M"
"IRAN",0,15357,549,"M"
"MATIAS",0,15280,550,"M"
"WANDERLEY",0,15267,551,"M"
"ARISTIDES",0,15240,552,"M"
"VANDER",0,15205,553,"M"
"AMADEU",0,15089,554,"M"
"JOSUEL",0,15037,555,"M"
"RONEI",0,14959,556,"M"
"JOARES",0,14928,557,"M"
"LEONILDO",0,14850,558,"M"
"JONES",0,14799,559,"M"
"WELIGTON",0,14714,560,"M"
"ERISVALDO",0,14681,561,"M"
"AGOSTINHO",0,14663,562,"M"
"GLAUBER",0,14650,563,"M"
"TALISON",0,14621,564,"M"
"ERICO",0,14608,565,"M"
"FLORISVALDO",0,14583,566,"M"
"IZAQUE",0,14582,567,"M"
"EDINEI",0,14560,568,"M"
"EZEQUIAS",0,14460,569,"M"
"WALISSON",0,14458,570,"M"
"UBIRAJARA",0,14446,571,"M"
"ANDERSOM",0,14446,572,"M"
"CAMILO",0,14342,573,"M"
"ROBERVAL",0,14321,574,"M"
"JERONIMO",0,14303,575,"M"
"LUCIVALDO",0,14274,576,"M"
"VLADIMIR",0,14245,577,"M"
"GENILDO",0,14244,578,"M"
"ISAEL",0,14235,579,"M"
"WALDEMAR",0,14178,580,"M"
"AVELINO",0,14165,581,"M"
"ELIELSON",0,14104,582,"M"
"RIQUELME",0,14086,583,"M"
"MAURI",0,14082,584,"M"
"ERIQUE",0,14065,585,"M"
"ILSON",0,14046,586,"M"
"VALMOR",0,14025,587,"M"
"ERNANDES",0,13990,588,"M"
"ONOFRE",0,13904,589,"M"
"CIRO",0,13880,590,"M"
"FRACISCO",0,13867,591,"M"
"CLAYTON",0,13755,592,"M"
"ABILIO",0,13709,593,"M"
"ESMAEL",0,13704,594,"M"
"ALEF",0,13683,595,"M"
"RENILDO",0,13677,596,"M"
"CLEISON",0,13663,597,"M"
"LUCIMAR",0,13633,598,"M"
"JEOVA",0,13616,599,"M"
"GENTIL",0,13597,600,"M"
"ALUIZIO",0,13521,601,"M"
"BARTOLOMEU",0,13500,602,"M"
"RAMIRO",0,13457,603,"M"
"EDSOM",0,13449,604,"M"
"FAUSTO",0,13409,605,"M"
"GONCALO",0,13408,606,"M"
"BRENDO",0,13398,607,"M"
"EUDES",0,13397,608,"M"
"THOMAS",0,13394,609,"M"
"WENDERSON",0,13392,610,"M"
"JACINTO",0,13335,611,"M"
"ALESANDRO",0,13276,612,"M"
"HELDER",0,13248,613,"M"
"IVANILSON",0,13247,614,"M"
"ATAIDE",0,13165,615,"M"
"WENDER",0,13164,616,"M"
"SALOMAO",0,13161,617,"M"
"RONAN",0,13106,618,"M"
"NORBERTO",0,13086,619,"M"
"WARLEY",0,13047,620,"M"
"MAXUEL",0,13017,621,"M"
"ILTON",0,13012,622,"M"
"JUARES",0,12924,623,"M"
"PATRIK",0,12879,624,"M"
"BRYAN",0,12844,625,"M"
"JADER",0,12816,626,"M"
"HERMES",0,12800,627,"M"
"CANDIDO",0,12790,628,"M"
"ANTONY",0,12784,630,"M"
"ENRIQUE",0,12784,629,"M"
"SILVESTRE",0,12781,631,"M"
"HEBERT",0,12777,632,"M"
"BRAZ",0,12758,633,"M"
"CRISTOVAO",0,12675,634,"M"
"EVANILDO",0,12674,635,"M"
"ERIVELTON",0,12649,636,"M"
"JUNIO",0,12646,637,"M"
"ASSIS",0,12642,638,"M"
"ADONIAS",0,12622,639,"M"
"ZE",0,12617,640,"M"
"JOSAFA",0,12596,641,"M"
"DEVID",0,12536,642,"M"
"NERI",0,12534,643,"M"
"HILTON",0,12508,644,"M"
"ROBISON",0,12504,645,"M"
"CLOVES",0,12444,646,"M"
"OZIEL",0,12443,647,"M"
"ABNER",0,12421,648,"M"
"MAILSON",0,12412,649,"M"
"ADSON",0,12383,650,"M"
"LEONIDAS",0,12350,651,"M"
"ADAILSON",0,12326,652,"M"
"EDNEI",0,12319,654,"M"
"IRANILDO",0,12319,653,"M"
"VALERIO",0,12307,655,"M"
"VANILDO",0,12131,656,"M"
"DIOGENES",0,12125,657,"M"
"ADEILTON",0,12113,658,"M"
"CLAITON",0,12080,659,"M"
"LAURINDO",0,12073,660,"M"
"EMERSOM",0,12018,661,"M"
"OSNI",0,12017,662,"M"
"AILSON",0,11944,663,"M"
"JURANDI",0,11927,664,"M"
"ATILA",0,11896,665,"M"
"DEUSDETE",0,11832,666,"M"
"PATRICIO",0,11795,667,"M"
"LOURENCO",0,11755,668,"M"
"LENILSON",0,11752,669,"M"
"HAROLDO",0,11705,670,"M"
"ADMILSON",0,11700,671,"M"
"VIVALDO",0,11688,672,"M"
"JOABE",0,11652,673,"M"
"ZACARIAS",0,11634,674,"M"
"VANDERLEY",0,11592,675,"M"
"VITORIO",0,11584,676,"M"
"SIMAO",0,11582,677,"M"
"EURICO",0,11575,678,"M"
"ELIVELTON",0,11514,679,"M"
"KEVEN",0,11422,680,"M"
"SINVAL",0,11419,681,"M"
"VALCIR",0,11410,682,"M"
"VANDO",0,11407,683,"M"
"NELIO",0,11370,684,"M"
"ERNANI",0,11367,685,"M"
"BRIAN",0,11330,686,"M"
"RAMOM",0,11307,687,"M"
"RENILSON",0,11252,688,"M"
"VALDO",0,11247,689,"M"
"JANILSON",0,11227,690,"M"
"LINCON",0,11207,692,"M"
"ELITON",0,11207,691,"M"
"CHRISTIAN",0,11197,693,"M"
"ROSALVO",0,11175,694,"M"
"EWERTON",0,11147,695,"M"
"MACELO",0,11146,696,"M"
"NEI",0,11050,697,"M"
"GEREMIAS",0,11050,698,"M"
"ELISON",0,11036,699,"M"
"ENOQUE",0,11028,700,"M"
"MAIKON",0,11024,701,"M"
"CLESIO",0,11004,702,"M"
"DENER",0,10996,703,"M"
"SANDOVAL",0,10994,704,"M"
"MARCONDES",0,10978,705,"M"
"TALISSON",0,10964,706,"M"
"VINICIO",0,10940,707,"M"
"JULHO",0,10926,708,"M"
"CLECIO",0,10910,709,"M"
"HELTON",0,10865,710,"M"
"LUCA",0,10849,711,"M"
"ALEXSANDER",0,10800,712,"M"
"SIVALDO",0,10781,713,"M"
"ELENILSON",0,10758,714,"M"
"CLEBSON",0,10742,715,"M"
"OLIVIO",0,10737,716,"M"
"GREGORIO",0,10710,717,"M"
"ELINALDO",0,10699,718,"M"
"LINO",0,10658,719,"M"
"PATRIC",0,10635,720,"M"
"ANTONIEL",0,10621,721,"M"
"OLIMPIO",0,10615,722,"M"
"UBIRATAN",0,10591,723,"M"
"ELIOMAR",0,10591,724,"M"
"NILDO",0,10585,725,"M"
"ADEILDO",0,10575,726,"M"
"EDNILSON",0,10557,727,"M"
"VALDEMIRO",0,10542,728,"M"
"EDCARLOS",0,10529,729,"M"
"FLAVIANO",0,10496,730,"M"
"NATAL",0,10483,731,"M"
"CLEMENTE",0,10482,732,"M"
"JEOVANE",0,10423,733,"M"
"YGOR",0,10354,734,"M"
"RILDO",0,10353,735,"M"
"WALMIR",0,10339,736,"M"
"ALTAMIRO",0,10327,737,"M"
"JAISON",0,10284,738,"M"
"ROSINALDO",0,10283,739,"M"
"RENAM",0,10280,740,"M"
"HERCULES",0,10262,741,"M"
"JOSEVALDO",0,10260,742,"M"
"ALVINO",0,10257,743,"M"
"IGO",0,10245,744,"M"
"KAIK",0,10224,745,"M"
"NOE",0,10215,746,"M"
"FRANCIVALDO",0,10214,747,"M"
"JOCIMAR",0,10173,748,"M"
"JADIR",0,10168,749,"M"
"DIONATAN",0,10166,750,"M"
"CLEOMAR",0,10148,751,"M"
"JOAREZ",0,10140,752,"M"
"ANA",0,10129,753,"M"
"FRANSCISCO",0,10077,754,"M"
"CARLO",0,10055,755,"M"
"FCO",0,10009,756,"M"
"ADIR",0,10000,757,"M"
"IZAEL",0,9963,758,"M"
"ILDO",0,9949,759,"M"
"ABRAO",0,9935,760,"M"
"JOACIR",0,9920,761,"M"
"RUDINEI",0,9879,762,"M"
